username,date,retweets,favorites,text,hashtags,sentiment
jacoberlick,2017-02-25 12:00,0,1,A great ride on #VirginAmerica last night to #LAX from #DAL . Gotta enjoy the #VX brand while Iâ¦ https://www. instagram.com/p/BQ8TMgFBg92/,#VirginAmerica #LAX #DAL #VX,positive
airfaredealsbtd,2017-02-25 10:00,1,1,$49* & up -- Nationwide One-Way Fares into June http:// bit.ly/2luFrMq #airfare #virginamerica #sfo #las,#airfare #virginamerica #sfo #las,neutral
DealsToLA,2017-02-25 09:55,0,0,$49* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #losangeles #virginamerica,#losangeles #virginamerica,neutral
airfaredealsbtd,2017-02-25 02:25,1,0,$49* & up -- Virgin America Flights from SF (One Way) http:// bit.ly/2ksdYgY #airfare #virginamerica #sfo,#airfare #virginamerica #sfo,neutral
pwiederspan2,2017-02-24 20:15,0,2,Make America #virginamerica Again! pic.twitter.com/sxcX9emR5a,#virginamerica,neutral
JonnoHorrocks,2017-02-24 19:31,0,0,#lovetotravel Can #virginamerica reduce the cost? https:// twitter.com/JamesMelville/ status/833606491726868480 â¦,#lovetotravel #virginamerica,neutral
SoCalDaveL,2017-02-24 18:24,0,0,Love when you're on a flight that's mostly full and they decide to fully unload he flight with no explanation. Thanks #VirginAmerica ! â bei San Francisco International Airport (SFO),#VirginAmerica,positive
keithchap,2017-02-24 13:53,0,6,"Love it when @VirginAmerica rep gives $25 bucks for a 5 hour delay and then tells you ""I agree that really isn't that much."" #virginamerica pic.twitter.com/3t7O7nJEp0",#virginamerica,negative
DealsToAustin,2017-02-24 08:10,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica,neutral
dealstolasvegas,2017-02-24 08:06,0,0,$49* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2jGpqnG #lasvegas #virginamerica,#lasvegas #virginamerica,neutral
airfaredealsbtd,2017-02-24 07:49,1,0,$159* & up -- Virgin America Flights from Newark (One Way) http:// bit.ly/2lXeAsk #airfare #virginamerica #ewr,#airfare #virginamerica #ewr,neutral
Kim_Dillard,2017-02-24 06:17,0,2,Home sweet home! thanks virgin__airlines #virginamerica @Johnâ¦ https://www. instagram.com/p/BQ5HGwwBne7D VkXLMno1sbxJtosPOVnCdB0OgI0/ â¦,#virginamerica,positive
fitmooney,2017-02-24 00:52,0,0,It's LA...would tnk @9:45 I'd find a vegan meal @#LAX 's #VirginAmerica tml. nope..1 place w/vegan burritos only serving bkft egg burritos.,#LAX #VirginAmerica,negative
ReinaDeLa,2017-02-23 18:34,0,0,I need a little trip to #NYC this Spring... #GoFundMe #SendMeATicketDelta #TicketPlease #VirginAmerica #SupportAnArtist,#NYC #GoFundMe #SendMeATicketDelta #TicketPlease #VirginAmerica #SupportAnArtist,neutral
NewVentureCFO,2017-02-23 17:40,0,0,"Gotta love technology. 35,000 miles above New Mexico on #VirginAmerica #FlyByeBaby",#VirginAmerica #FlyByeBaby,neutral
LingtonSax,2017-02-23 15:21,1,2,Taking off for Dallas #virginamerica @Los Angeles International Airport (LAX) https://www. instagram.com/p/BQ3dWFmD45b/,#virginamerica,positive
gavigarpo,2017-02-23 15:03,0,0,#VirginAmerica #rain #SFO @San Francisco International Airport (SFO) https://www. instagram.com/p/BQ3eiifj90w/,#VirginAmerica #rain #SFO,positive
Real_Housewives,2017-02-23 14:41,5,4,The @VirginAmerica $500 Giveaway | https:// shop.radaronline.com/giveaways/the- 500-to-virgin-america-giveaway?gid=4136716 â¦ #VirginAmerica,#VirginAmerica,neutral
ezjourneys,2017-02-23 12:29,0,0,Mmmazing news! Alaska Airlines discount codes now work on Virgin America flights https:// ez-journeys.com/2017/02/23/mmm azing-news-alaska-airlines-discount-codes-now-work-on-virgin-america-flights/ â¦ #travel #virginamerica #yass,#travel #virginamerica #yass,neutral
ttravel_agency,2017-02-23 11:12,0,0,#VirginAmerica We explain what Alaska Air buying Virgin... Read more: http:// owler.us/achoYB $ VA,#VirginAmerica,neutral
homewithmelissa,2017-02-23 10:07,0,0,"First Class Upgrade? Ummm...if you insist. Thank you, #virginamerica The only way toâ¦ https://www. instagram.com/p/BQ28ohGjDqO/",#virginamerica,positive
Kayitsu,2017-02-23 01:34,0,0,Coming in for a landing :) #landed #safeAndSound #virginAmerica #plane #travel #losAngeles â¦ https://www. instagram.com/p/BQ2B8xGDSm3/,#landed #safeAndSound #virginAmerica #plane #travel #losAngeles,neutral
AvArchGeek,2017-02-23 01:20,0,0,Spotted at #LAX #AlaskaAirlines #VirginAmerica #newlivery #moretolove pic.twitter.com/HPyyNl5cnt,#LAX #AlaskaAirlines #VirginAmerica #newlivery #moretolove,neutral
Kayitsu,2017-02-23 00:16,0,1,No matter how many times I see this..it amuses me lol #virginAmerica #flight #safetyVideo #music https://www. instagram.com/p/BQ15BbwjJVy/,#virginAmerica #flight #safetyVideo #music,positive
Continental1K,2017-02-22 20:14,1,2,#TMobile and #Sprint #merger talks begin in April. #mobile The equiv of #JetBlue and #VirginAmerica merging. #avgeek http://www. reuters.com/article/us-spr int-corp-m-a-t-mobile-us-exclusive-idUSKBN15W26E â¦,#TMobile #Sprint #merger #mobile #JetBlue #VirginAmerica #avgeek,neutral
jimcostafilms,2017-02-22 15:17,0,0,#breakingnews : #ufosighting . #group of #UFO #spaceships buzz #virginamerica #airplane @â¦ https://www. instagram.com/p/BQ07W7VhzKu/,#breakingnews #ufosighting #group #UFO #spaceships #virginamerica #airplane,positive
MrRollXOfficial,2017-02-22 15:15,0,2,#VirginAmerica #vx #420babesshoutout #edibles https://www. instagram.com/p/BQ07DU-D2Z2/,#VirginAmerica #vx #420babesshoutout #edibles,positive
DealsToAustin,2017-02-22 06:49,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #virginamerica #austin,#virginamerica #austin,neutral
KatieVisentin,2017-02-22 06:23,0,1,Excited for my first @Virgin airlines flight to Dallas today! #virginamerica #worktravel,#virginamerica #worktravel,positive
ZaynasMomma,2017-02-21 23:57,0,1,I love #virginamerica their song is so catchy. My favorite airlines. Pac Man is too cool! Best airline for kids.,#virginamerica,positive
airfaredealsbtd,2017-02-21 22:08,1,0,Facebook: $49* & up -- Nationwide One-Way Fares into June http:// bit.ly/2lJNfN7 #las #sfo #virginamerica,#las #sfo #virginamerica,neutral
WrEtcH_,2017-02-21 19:59,0,0,"Run to the light.... #sky #clouds #sun #virginamerica @Half Moon Bay, California https://www. instagram.com/p/BQy2z4NBe01/",#sky #clouds #sun #virginamerica,positive
DealsToLA,2017-02-21 19:07,0,0,"$219-$249* -- Last-Minute Hawaii Flights from LA or SF, O/W http:// bit.ly/2kHBkMn #lax #ogg #sfo #virginamerica pic.twitter.com/ltFJjhDBQk",#lax #ogg #sfo #virginamerica,neutral
FreedomReigns2,2017-02-21 15:32,0,0,West Coast - @virginamerica #virginamerica #flight #westcoast #aerialview â¦ https://www. instagram.com/p/BQyYSt3DPaO/,#virginamerica #flight #westcoast #aerialview,neutral
sassystewardess,2017-02-21 13:30,0,2,I you @SenSchumer !! Watching u on #theView & I love your poise. And I loved having you in my 1st class last year on #VirginAmerica,#theView #VirginAmerica,positive
lenscaption,2017-02-21 11:10,0,0,inadvertent mosaic. #virginamerica #wishthiswasthehawaiiflight @dirty_nails https://www. instagram.com/p/BQx6RkdjX_f/,#virginamerica #wishthiswasthehawaiiflight,positive
pulkitchandra,2017-02-21 06:11,0,0,Switching from united to #virginamerica and flight delayed for an hour. Not a great start,#virginamerica,positive
jumpseatpro,2017-02-21 05:59,0,0,#Repost theadventuresofjetjustin ã»ã»ã» Flying with the bestie jarinpdelis #virginamerica â¦ https://www. instagram.com/p/BQxWoQ6hSBY/,#Repost #virginamerica,neutral
airfaredealsbtd,2017-02-20 21:58,1,0,"$89* & up -- Virgin America Flights from San Diego, O/W http:// bit.ly/2jz6l4V #san #dal #virginamerica pic.twitter.com/1hPOZ6Y0w0",#san #dal #virginamerica,neutral
Old4Hamlet,2017-02-20 19:32,0,1,"So...Group A is like the 19th group to board? Tricky tricky, Virgin. #virginairlines #virginamerica #airtravel",#virginairlines #virginamerica #airtravel,positive
airfaredealsbtd,2017-02-20 18:57,1,0,$99* & up -- Virgin America Flights from NYC (One Way) http:// bit.ly/2kulkMD #jfk #lax #virginamerica pic.twitter.com/1lozUOIdxT,#jfk #lax #virginamerica,neutral
k_mayville,2017-02-20 14:07,0,0,Front row seats of #VirginAmerica flights lose ALL perks when guy with stinky feet TAKES OFF HIS SHOES next to me. pic.twitter.com/rLf8zrMqy6,#VirginAmerica,negative
SpiceofLeia,2017-02-20 13:07,0,0,when flight is cancelled ~ extended stay Good Morning Vegas! #msparesort #vegas #virginamerica â¦ https://www. instagram.com/p/BQvi49ogB4r/,#msparesort #vegas #virginamerica,neutral
MTraum,2017-02-20 11:34,0,0,"Well, your DM and contacting the reservations supervisor was pointless. #virginamerica #virgin",#virginamerica #virgin,neutral
DealsToLA,2017-02-19 19:06,1,0,$49* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #lax #bos #virginamerica pic.twitter.com/2joaiElvpt,#lax #bos #virginamerica,neutral
dealstolasvegas,2017-02-19 19:06,0,0,$49* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #sfo #virginamerica pic.twitter.com/wX9d6ZLCtB,#las #sfo #virginamerica,neutral
FotoKing,2017-02-19 18:16,0,0,Flying Home #virginamerica #cvpstudios #sonuchatha #fotoking #punjabiwedding #sacramentowedding â¦ https://www. instagram.com/p/BQtheY4geMM/,#virginamerica #cvpstudios #sonuchatha #fotoking #punjabiwedding #sacramentowedding,positive
the1stfourcents,2017-02-19 16:09,0,0,The eagle has landed #97hoursinnyc #nyc #travel #wintertravel #virginamerica #jfk #wemadeit â¦ https://www. instagram.com/p/BQtS6iolteQ/,#97hoursinnyc #nyc #travel #wintertravel #virginamerica #jfk #wemadeit,neutral
BugSplatUSA,2017-02-19 12:09,1,1,So disappointed in #virginamerica #alaskaairlines they cancelled my flight without telling me and Beth (supervisor) said they cant help,#virginamerica #alaskaairlines,negative
LeeJamesWilson,2017-02-19 11:37,0,0,"#VirginAmerica delayed 4 hours yesterday, pilot had no apology says ""be grateful you weren't cancelled completely"". Never flying them again",#VirginAmerica,negative
LisaHunter14,2017-02-19 10:11,0,6,See you soon @venicetheseries #venicenation . We are all aboard and ready to depart for LAX #virginamerica #minivacation,#venicenation #virginamerica #minivacation,neutral
shelleyskincare,2017-02-19 08:09,0,0,Best moisturizer for your skin + it travels! #followme#facebook #instagram #sunday #XOXO #S4skincare #virginamerica #travel #boomerang #fly pic.twitter.com/yDuwzLbO4T,#followme #facebook #instagram #sunday #XOXO #S4skincare #virginamerica #travel #boomerang #fly,positive
ianmsantos,2017-02-18 19:01,0,0,"Someone nominate me for #EmployeeOfTheMonth , please. #VirginAmerica #VX #VXFLL #FLL @Fortâ¦ https://www. instagram.com/p/BQrBxfljvN0/",#EmployeeOfTheMonth #VirginAmerica #VX #VXFLL #FLL,neutral
DealsToAustin,2017-02-18 09:55,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica,neutral
LeeJamesWilson,2017-02-18 09:42,0,0,#virginAmerica twitter feed is just pages and pages of them apologizing for terrible service but offer no compensation. pic.twitter.com/lxwyEzlrpv,#virginAmerica,negative
AlexLoucel,2017-02-18 09:07,0,0,One reason #VirginAmerica rocks? Free texting all flight long for T-Mobile customers and an hour of free Wi-Fi. #tmobilewingman,#VirginAmerica #tmobilewingman,positive
TashBerthiaume,2017-02-18 08:32,0,1,Meet @VonMomoh #VirginAmerica pic.twitter.com/Uf0az5itfJ,#VirginAmerica,neutral
TapChus,2017-02-18 02:03,0,0,Yes! Everyone gets their own row! #virginamerica #redeye @McCarran International Airport https://www. instagram.com/p/BQpNToZlr4V/,#virginamerica #redeye,positive
dtbakeeper,2017-02-18 00:41,0,6,#virginamerica completely savage pic.twitter.com/Vm6owIu1Li,#virginamerica,positive
airfaredealsbtd,2017-02-18 00:02,1,0,$179* & up -- Virgin America Flights from Newark (One Way) http:// bit.ly/2lXeAsk #airfare #virginamerica #ewr,#airfare #virginamerica #ewr,neutral
technacea,2017-02-17 20:47,0,1,More #dasm from #virginamerica : no chat available during chat hours... I'll fly #DeltaAirlines next time. pic.twitter.com/8P0ITy1JhN,#dasm #virginamerica #DeltaAirlines,neutral
technacea,2017-02-17 19:48,1,1,"I'm already past security and every time I open the #virginamerica app, it forces me to search for my reservation. #dasm pic.twitter.com/ZjyiDMr4Rd",#virginamerica #dasm,negative
ChadJamesSpeaks,2017-02-17 19:43,0,0,"After Acquisition, Virgin America Trims Dallas Flights http:// aviationweek.com/awincommercial /after-acquisition-virgin-america-trims-dallas-flights â¦ #VirginAmerica #DAL #DallasLoveField",#VirginAmerica #DAL #DallasLoveField,neutral
haulingthrough,2017-02-17 17:40,0,0,When all the flights to #California from #Boston are delayed due to weather. Start of #vacation :4 hours at @BostonLogan #virginamerica #fly,#California #Boston #vacation #virginamerica #fly,negative
myfingerscrossd,2017-02-17 11:51,0,0,#sfo #virginamerica #flightdelay #morning #enroute #boston #outofthephone #nowrongwaysf â¦ https://www. instagram.com/p/BQnrxeogJwV/,#sfo #virginamerica #flightdelay #morning #enroute #boston #outofthephone #nowrongwaysf,neutral
DealsToLA,2017-02-17 07:42,0,0,$49* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2iWpDiS #losangeles #virginamerica,#losangeles #virginamerica,neutral
DealsToFlorida,2017-02-17 07:38,0,0,$179* & up -- Virgin America Flights from FLL (One Way) http:// bit.ly/2jOyvYR #fortlauderdale #virginamerica,#fortlauderdale #virginamerica,neutral
airfaredealsbtd,2017-02-17 07:26,1,0,$63* & up -- Virgin America Flights from SF (One Way) http:// bit.ly/2ksdYgY #airfare #virginamerica #sfo,#airfare #virginamerica #sfo,neutral
paully62,2017-02-17 02:12,0,0,#virginamerica wow - many flight attendants here need refresher on customer service,#virginamerica,positive
sdrachkovitch,2017-02-16 23:32,0,0,@Delta pls improve your LAX-Dallas plane and service! If not you shouldn't charge full fare! #kiddieplane #lunchmeats #virginamerica wins!,#kiddieplane #lunchmeats #virginamerica,negative
dealstolasvegas,2017-02-16 22:13,0,0,$49* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #dal #virginamerica pic.twitter.com/ycr3pxm84V,#las #dal #virginamerica,neutral
DealsToAustin,2017-02-16 19:23,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #sfo #virginamerica pic.twitter.com/8Yggum70C4,#aus #sfo #virginamerica,positive
djdonjuan4life,2017-02-16 17:33,0,1,"Window seat for the win everytime, NYC see you in a few! #VirginAmerica @Virgin Americaâ¦ https://www. instagram.com/p/BQluJIAjgvE/",#VirginAmerica,neutral
tweedyBard,2017-02-16 14:49,0,0,#tmobilewingman wow WiFi in the sky with #VirginAmerica SF Soon https://www. instagram.com/p/BQlbZfdgki-9 vBI7jdr0-Ww2kykL1Vbhye6N6A0/ â¦,#tmobilewingman #VirginAmerica,positive
laptoptravel,2017-02-16 14:35,0,0,REVIEW #VirginAmerica Booking & Check-In Experience on Mobile App & Website - Part of My #Alaska #Mega #MileageRun http:// buff.ly/2kUM8bY pic.twitter.com/itySYT5Pud,#VirginAmerica #Alaska #Mega #MileageRun,neutral
ttravel_agency,2017-02-16 14:20,0,0,"After Acquisition, #VirginAmerica Trims Dallas Flights. Read more: http:// owler.us/acfiAt $ VA",#VirginAmerica,neutral
azbell_carl,2017-02-15 20:09,0,0,Made it to our #virginamerica seats - off to #vegas for my #birthday a FULL review will be onâ¦ https://www. instagram.com/p/BQjbIorF6qP/,#virginamerica #vegas #birthday,positive
StephenBove,2017-02-15 19:42,0,0,"So if u fly #VirginAmerica and THEY cancel your flight, it takes 1 HOUR of calls & 30 days for them to give you your money back. #FuckVirgin",#VirginAmerica #FuckVirgin,negative
ArielSacote,2017-02-15 19:36,0,0,Oh great.. the audio port on my seat is busted. No entertainment for me. @virginamerica #VA746 #4D #SFO to #SEA #FAIL #VirginAmerica,#VA746 #4D #SFO #SEA #FAIL #VirginAmerica,positive
blogalanadi,2017-02-15 17:26,0,0,cheapticket(.)shop #airfrance #klm #easyjet #koreanair #omanair #hainanairlines #virginamerica #aircanada #norwegian #cheapticket #thy,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #virginamerica #aircanada #norwegian #cheapticket #thy,neutral
iamjohnni,2017-02-15 13:48,0,0,"@VirginAmerica has to be the best airline I've ever been on. 110% satisfied, from check-in to landing. Ty @richardbranson #VirginAmerica",#VirginAmerica,positive
dealstolasvegas,2017-02-15 06:57,0,0,$49* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2jGpqnG #lasvegas #virginamerica,#lasvegas #virginamerica,neutral
Aviationizer,2017-02-14 22:31,0,0,"AIRLINE SALE: Valentineâs Day Fares from $39 at #JetBlue , #VirginAmerica , Book By 2/15 and 2/20! -... http:// aviation.trendolizer.com/2017/02/airlin e-sale-valentines-day-fares-from-39-at-jetblue-virgin-america-book-by-215-and-220---travelupda.html â¦",#JetBlue #VirginAmerica,positive
bernieshoot,2017-02-14 22:00,0,0,Virgin America Teams Up With The American Heart Association To Mark American Heart Month http://www. bernieshoot.fr/2017/02/virgin -america-teams-up-with-the-american-heart-association-to-mark-american-heart-month.html?utm_source=_ob_share&utm_medium=_ob_twitter&utm_campaign=_ob_share_auto â¦ #AvGeek #VirginAmerica,#AvGeek #VirginAmerica,neutral
DealsToAustin,2017-02-14 19:11,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #sfo #virginamerica pic.twitter.com/xZrqJZgEiV,#aus #sfo #virginamerica,positive
DealsToLA,2017-02-14 19:10,0,0,"$149* -- Orlando to Los Angeles on Virgin America, O/W http:// bit.ly/2k2wGv4 #lax #mco #virginamerica pic.twitter.com/waoKS9q9hj",#lax #mco #virginamerica,positive
ttravel_agency,2017-02-14 15:44,0,0,#VirginAmerica marks American Heart Month. Read more: http:// owler.us/acegVp $ VA,#VirginAmerica,neutral
ChadJamesSpeaks,2017-02-13 20:53,0,0,Virgin America Slated to Launch New A321neos on Flights to Washington-Reagan and New York-JFK - http:// airlinegeeks.com/2017/02/09/vir gin-america-slated-to-launch-new-a321neos-on-flights-to-washington-reagan-and-new-york-jfk/ â¦ #VirginAmerica,#VirginAmerica,neutral
